"About the data: Exported on Jan 05, 2021. Criteria: Text - 'kyambogo' in full data. © 2021 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals
4,pub.1130233498,10.21203/rs.3.rs-41027/v2,,,"Effectiveness of a mobile phone application to increase access to sexual and reproductive health information, goods, and services among university students in Uganda: A randomized controlled trial","Background: University students are one of the most vulnerable groups to sexual reproductive health [SRH] threats like sexually transmitted infections [STIs], unwanted pregnancies, and unsafe abortions and often have limited access to SRH information, goods, and services. This study assessed the effectiveness of using a mobile phone application (APP) to increase access to SRH information, goods, and services among university students in Uganda.Methods: Using data from a double-blinded randomized controlled trial, participants were randomly assigned to both the intervention (APP) and control (standard of care) arms. We executed descriptive analyses for baseline demographic characteristics by intervention, difference in difference (DID), and quantile regression analyses for both primary and secondary outcomes.Results: The median age of participants was 21 years of age, and the majority were female (over 60%), unemployed (over 85%) and Christian (90%). Over 50% were resident in off-campus hostels and in a relationship. Between baseline and end-line, there was a significant increase in SRH knowledge score (DID=2, P<0.001), contraceptive use (DID=6.6%, P<0.001), HIV Voluntary testing and counselling (DID=17.2%, P<0.001), STI diagnosis and treatment (DID=12.9%, P<0.001), and condom use at last sex (DID=4%,P=0.02) among students who used the APP. There was a significant 0.98 unit increase in knowledge score (adjusted coefficient= 0.98, P<0.001), a significant 1.6-fold increase in odds of contraceptive use (adjusted coefficient= 1.6, P=0.04), a significant 3.5-fold increase in HIV VCT (adjusted coefficient=3.5, P<0.001), and a significant 2-fold increase in odds of STI testing and treatment (adjusted coefficient =1.9, P<0.001) after adjusting for demographic characteristics among APP users.Conclusion: A mobile phone application increased sexual and reproductive health information (knowledge score), access to goods (contraceptives), and services (HIV voluntary testing and counseling and sexually transmitted infection diagnosis and management) among sexually active university students in Uganda. Further technical development, including the refinement of youth-friendly attributes, as well as further research into potential economic impact and paths to sustainability, is needed before the app is deployed to the general youth population in Uganda and other low-income settings.Trial registration: MUREC1/7 No. 07/05–18. Registered on June 29, 2018.",,Research Square,,,2020-08-20,2020,,,,"All OA; Green, Published",Preprint,"Nuwamanya, Elly; Nalwanga, Robinah; Nuwasiima, Afra; Babigumira, Janet U.; Asiimwe, Francis T.; Babigumira, Joseph B.; Ngambouk, Vitalis P.","Nuwamanya, Elly (GHE Consulting); Nalwanga, Robinah (GHE Consulting); Nuwasiima, Afra (GHE Consulting); Babigumira, Janet U. (GHE Consulting); Asiimwe, Francis T. (GHE Consulting); Babigumira, Joseph B. (University of Washington); Ngambouk, Vitalis P. (Goteborgs Universitet)",,"Nuwamanya, Elly (); Nalwanga, Robinah (); Nuwasiima, Afra (); Babigumira, Janet U. (); Asiimwe, Francis T. (); Babigumira, Joseph B. (University of Washington); Ngambouk, Vitalis P. (University of Gothenburg)",0,0,,,https://www.researchsquare.com/article/rs-41027/v2.pdf,https://app.dimensions.ai/details/publication/pub.1130233498,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being
0,pub.1130319682,10.1515/9783110362640,,,"Growing Community Health Literacy through Libraries, Sharing Global Perspectives",,,,,,2020-08-20,2020,168,,,Closed,Edited Book,,,,,1,1,,,,https://app.dimensions.ai/details/publication/pub.1130319682,,
55,pub.1132686458,10.11604/pamj.supp.2020.35.142.24214,33193957,PMC7608770,COVID-19 relief food distribution: impact and lessons for Uganda.,"The COVID-19 pandemic continues to cause uncertainty to Uganda's food security among underprivileged households. The Corona virus Response Team inaugurated a relief food distribution campaign, ensuing from the countrywide COVID-19 lockdown to counter the rising food insecurities in many urban and rural poor households. However, the relief response campaign has received a lot of critics from both rural and urban communities who were planned as the beneficiaries. Three months into the COVID-19 pandemic the population reports; delays in the distribution, poor quality supplies, arrests and continued restrictions, slow paced distribution among household, and a negative impact on the health care system. As a learning from the current experience, we recommend; a multisectoral engagement, better planning, a decentralized food distribution, and formulation of clear food distribution guidelines to guide the future responses. Use of mobile cash transfers to reach out to the food insecure households can support local economies and lower the cost on middlemen and interrelated corruption.",,Pan African Medical Journal,,"Betacoronavirus; COVID-19; Coronavirus Infections; Family Characteristics; Food Assistance; Food Supply; Humans; Intersectoral Collaboration; Pandemics; Pneumonia, Viral; Rural Population; SARS-CoV-2; Uganda; Vulnerable Populations",2020-08-10,2020,35,Suppl 2,142,Closed,Article,"Nathan, Isabirye; Benon, Musasizi","Nathan, Isabirye (School of Public Health, Makerere University, Kampala, Uganda.); Benon, Musasizi (Department of Human Nutrition, Kyambogo University, Kampala, Uganda.)",,"Nathan, Isabirye (Makerere University); Benon, Musasizi (Kyambogo University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1132686458,1117 Public Health and Health Services; 11 Medical and Health Sciences,
5,pub.1130176335,10.3390/sym12081370,,,Recognition of Stator Winding Inter-Turn Fault in Interior-Mount LSPMSM Using Acoustic Signals,"This paper presents a novel stator inter-turn fault diagnosis method for Line Start Permanent Magnet Synchronous Motors (LSPMSMs) using the frequency analysis of acoustic signals resulting from asymmetrical faults. In this method, acoustic data are experimentally collected from a 1 hp interior mount LSPMSM for different inter-turn fault cases and motor loading levels, while including the background noise. The signals are collected using a smartphone at a sampling rate of 48,000 samples per second. The signal for each case is analyzed using fast Fourier transform (FFT), which results in the decomposition of the signal into its frequency components. The results indicate that, for both no-load and full-load conditions, 39 components are observed to be affected by the faults, whereby their amplitudes increase with the fault severity. The 40-turns fault shows the highest difference in the component amplitudes compared with the healthy condition acoustic signal. Therefore, this diagnostic method is able to detect the stator inter-turn fault for interior mount LSPMSMs. Moreover, the method is simple and cheap since it uses a readily available sensor.","The authors would like to acknowledge the support provided by the Deanship of Research at King Fahd University of Petroleum &amp; Minerals (KFUPM), Saudi Arabia, for funding this work through Project No. SR181028.",Symmetry,,,2020-08-01,2020,12,8,1370,All OA; Gold,Article,"Maraaba, Luqman S.; Twaha, Ssennoga; Memon, Azhar; Al-Hamouz, Zakariya","Maraaba, Luqman S. (Center for Engineering Research, Research Institute, King Fahd University of Petroleum and Minerals, Dhahran 31261, Saudi Arabia;, azhar.memon@kfupm.edu.sa); Twaha, Ssennoga (Department of Electrical and Electronic Engineering, Faculty of Engineering, Kyambogo University, Kyambogo P.O. Box 01, Uganda;, twaha.ssennoga1@nottingham.ac.uk; Department of Architecture and Built Environment, Faculty of Engineering, University of Nottingham, Nottingham NG7 2RD, UK); Memon, Azhar (Center for Engineering Research, Research Institute, King Fahd University of Petroleum and Minerals, Dhahran 31261, Saudi Arabia;, azhar.memon@kfupm.edu.sa); Al-Hamouz, Zakariya (Department of Electrical Engineering, Faculty of Engineering, Indiana Institute of Technology, Washington Blvd., Fort Wayne, IN 46803, USA;, zmal-Hamouz@indianatech.edu)","Maraaba, Luqman S. (King Fahd University of Petroleum and Minerals)","Maraaba, Luqman S. (King Fahd University of Petroleum and Minerals); Twaha, Ssennoga (Kyambogo University; University of Nottingham); Memon, Azhar (King Fahd University of Petroleum and Minerals); Al-Hamouz, Zakariya (Indiana Institute of Technology)",0,0,,,https://www.mdpi.com/2073-8994/12/8/1370/pdf,https://app.dimensions.ai/details/publication/pub.1130176335,09 Engineering; 0906 Electrical and Electronic Engineering,
4,pub.1131679005,10.1109/powerafrica49420.2020.9219872,,,Analysis of the Development and Installations of Renewable Energy-based Mini-grids: Case study Uganda,"The provision of energy to all citizens has been an outstanding need in most developing countries in order to meet Sustainable Development Goals (SDGs) by 2030. Uganda as a developing country has put mechanisms in place to provide electricity to her people and be able to realize the national vision of 2040 and be able to address other SDGs by 2030. Solar PV mini-grids are emerging as popular alternatives to address rural electrification shortfall after other renewable energy mini-grid types proved desirable for some period. Uganda's expectations of renewable mini-grids are high with the Ministry of Energy and Mineral Development, the World Bank, and the Government of Uganda showing much interest to support the mini-grid development. This paper, therefore, looks at general mini-grid development and operation models and finds out arguments making renewable energy mini-grids popular at the expense of non-renewable based mini-grids. The methodology focuses on exploring ideas and formulating a hypothesis by summarizing, categorizing, and interpreting both the primary and secondary data. The paper concludes looking at the strength, benefits, and challenges of renewable mini-grids.","The authors would like to thank the management of the University of Rwanda and in particular, the African Centre of Excellence in Energy for Sustainable Development for the continued support both financially and academically rendered to its students and staff that enable them to carry out research.",,2020 IEEE PES/IAS PowerAfrica,,2020-08,2020,00,,1-5,Closed,Proceeding,"Cartland, Richard; Sendegeya, Al-Mas; de Dieu Khan Hakizimana, Jean","Cartland, Richard (African Center of excellence in Energy for Sustainable Development, College of Science and Technology, University of Rwanda, Kigali, Rwanda); Sendegeya, Al-Mas (Department of Electrical Engineering, Faculty of Engineering and Technology, Kyambogo University, Kampala, Uganda); de Dieu Khan Hakizimana, Jean (African Center of excellence in Energy for Sustainable Development, College of Science and Technology, University of Rwanda, Kigali, Rwanda)",,"Cartland, Richard (University of Rwanda); Sendegeya, Al-Mas (Kyambogo University); de Dieu Khan Hakizimana, Jean (University of Rwanda)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1131679005,1605 Policy and Administration; 16 Studies in Human Society,7 Affordable and Clean Energy; 13 Climate Action
3,pub.1129782400,10.1080/10106049.2019.1704073,,,"The impact of refugee settlements on land use changes and vegetation degradation in West Nile Sub-region, Uganda","Uganda continues to experience high-refugee population influx that is beyond the established settlement capacities. Little information is available on the present and future impacts of settling refugees and host-communities on landuse changes and vegetation degradation. This study used Sentinel-2 images (20m) of 2016-2019 and Dinamica Ego-software to determine the current and future spatial areal-extent of changes in 2022. Findings revealed a rarefied increase in areas under subsistence-farming, builtups and refugee-settlements while the losses were seen in savannah-grasslands, wetlands and woodlands. In 2021, the most significant increases in the land will be experienced in builtup-areas, settlements and commercial farming. The most degraded vegetation types were savannah-grassland, woodlands and tree-plantations. These were primarily attributed to unending activities of deforestation, bush-burning, high-refugee population, land-conflicts with host-communities and wetland reclamation. Thus, unless sustainable farming and energy-saving practices are promoted and adopted, the landscape is likely to remain not even with remnants of green-cover.",The authors of this article have no hidden interests towards its publication.,Geocarto International,,,2020-07-31,2020,,,1-19,Closed,Article,"Bernard, Barasa; Aron, Mwiru; Loy, Turyabanawe; Muhamud, Nabalegwa W.; Benard, Ssentongo","Bernard, Barasa (Department of Geography and Social Studies, Kyambogo University, Kampala, Uganda, Correspondencebarasagis@gmail.com); Aron, Mwiru (Department of Geography and Social Studies, Kyambogo University, Kampala, Uganda); Loy, Turyabanawe (Department of Geography and Social Studies, Kyambogo University, Kampala, Uganda); Muhamud, Nabalegwa W. (Department of Geography and Social Studies, Kyambogo University, Kampala, Uganda); Benard, Ssentongo (Department of Environmental Management, Makerere University, Kampala, Uganda)",,"Bernard, Barasa (Kyambogo University); Aron, Mwiru (Kyambogo University); Loy, Turyabanawe (Kyambogo University); Muhamud, Nabalegwa W. (Kyambogo University); Benard, Ssentongo (Makerere University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1129782400,09 Engineering; 0909 Geomatic Engineering,15 Life on Land
2,pub.1130538725,10.5897/ajfs2019.1787,,,Microbiological quality and safety assessment of sun dried Rastrineobola argentea (Mukene) sold at selected landing sites of Lake Victoria and Peri Urban Kampala City Markets,"Silver fish (Rastrineobola argentea) also locally known in Uganda as Mukene contributes significantly to Ugandan national economy and its value was estimated at $13 million US dollars in 2015. The fish is traditionally dried under direct sunshine on bare ground in unhygienic conditions, which expose it to dust and microbiological contamination. In this study, the microbial load of indicator and pathogenic organisms was determined in Mukene sold at selected landing sites of Lake Victoria and Kampala markets, Uganda. A total of 46 samples were collected randomly from landing sites and markets.  The total aerobic counts, total coliforms, Escherichia coli, Salmonella and Staphylococcus aureus were enumerated using standard microbiological methods. The findings showed that Mukene was of low microbial quality for total plate counts, total coliforms, E. coli and S. aureus counts with values ranging from 2.48-8.61 log cfu/g, 0.36-3.09 log MPN/g, 0.36-3.04 log MPN/g and 0.10-6.66 log cfu/g, respectively. Of all samples analyzed, 63% were positive for Salmonella species. As salmonellae and staphylococci are often implicated in incidences of food poisoning, this study suggests that consumption of sun dried Mukene sold at landing sites of Lake Victoria, Uganda, poses a public health concern. There is the need to improve on hygiene during processing, storage and distribution of Mukene in Uganda.   Key words: Silver fish, food safety, contamination.",,African Journal of Food Science,,,2020-07-31,2020,14,6,154-160,All OA; Gold,Article,"Muhame, Andrew Mwebesa; Mugampoza, Ediriisa; Lubuulwa, Leakey Leonard; Bazirake, George William Byarugaba; Mutambuka, Martin","Muhame, Andrew Mwebesa (); Mugampoza, Ediriisa (); Lubuulwa, Leakey Leonard (); Bazirake, George William Byarugaba (); Mutambuka, Martin ()",,"Muhame, Andrew Mwebesa (); Mugampoza, Ediriisa (); Lubuulwa, Leakey Leonard (); Bazirake, George William Byarugaba (); Mutambuka, Martin ()",0,0,,,https://academicjournals.org/journal/AJFS/article-full-text-pdf/9D4621B64159.pdf,https://app.dimensions.ai/details/publication/pub.1130538725,0605 Microbiology; 06 Biological Sciences,
1,pub.1131568576,10.5897/jasd2020.0573,,,Religious construction of disease: An exploratory appraisal of religious responses to the COVID-19 pandemic in Uganda,"This article presents empirical analysis of religious attitudes and interpretation of pandemics in Uganda. The study sought to analyze the religious explanatory models of pandemics offered by the three major religions of Uganda: Christianity, Islam and African Traditional religious belief system. The COVID-19 pandemic which ravaged the whole world, Uganda inclusive, was used as a case study. Based on a qualitative research process, the study relied on key informant interviews, media reports and online sources of information. It was established that pandemics have been part of human history. Pandemics provide an opportunity for human reflection on transcendent life since they are a challenge to science and human wisdom. Pandemics draw people closer to religion and the spiritual due to the fear, panic, and uncertainty with which they are associated. Religions are left with the responsibility of providing theological answers beyond what human beings can comprehend. The hope and trust that society has in religious institutions make them ultimate institutions to provide solace to millions of people affected with a pandemic for which scientists and politicians have no immediate answers. The study unravels the complementary role that religion and theological studies can make in understanding effective management and prevention of pandemics in society. It also adds to the continuous debate on the relationship between science and religion, arguing for the significance of religious ideas in making science effective enough to combat societal challenges like epidemics.   Key words: Pandemics, religion, religious, construction, disease, Tondism Faith, State, science, traditional healing, coronavirus, Covid-19.",,Journal of African Studies and Development,,,2020-07-31,2020,12,3,77-96,Closed,Article,"Isiko, Alexander Paul","Isiko, Alexander Paul ()",,"Isiko, Alexander Paul ()",1,1,,,,https://app.dimensions.ai/details/publication/pub.1131568576,22 Philosophy and Religious Studies; 2204 Religion and Religious Studies,
1,pub.1129742341,10.21203/rs.3.rs-48693/v1,,,Microbial quality of beef and hygiene practices in small and medium slaughterhouses and butcheries in Uganda,"Background If hygiene practices along the beef processing nodes at small and medium enterprise (SME) slaughter houses and butcheries are not observed, they may pose a health risk due to microbial contamination. In SME slaughterhouses and butcheries, the risk may be higher due to transmission of foodborne pathogens. This study determined the hygienic practices and microbial quality risk among meat handlers (MH) in SME slaughterhouses and butcheries. Methods Assessment of microbiological quality of beef was carried out at slaughter houses and butcher shops in the districts of Western, Central and Eastern regions of Uganda. A cross sectional study was conducted from June 2017 to January 2018 using observation checklists to record unhygienic practices among the various actors. Microbial load at slaughter and butchery was determined from a total of 317 swab samples collected from carcass, tools, protective clothing and hands of meat handlers. The microbiological quality of beef was evaluated using standard microbiological methods. The samples were inoculated into differential and selective media. Results Butcheries had the highest microbial load on beef carcass ranging from 4.76 log 10 cfu/cm 2 to 7.90 log 10 cfu/cm 2 Total Viable Counts (TVC) while Total Coliform Counts (TCC) ranged from 1.42 log 10 cfu/cm 2 to 3.05 log 10 cfu/cm 2 , E. coli ranged from 0.68 log 10 cfu/cm 2 to 1.06 log 10 cfu/cm 2 and Staphylococcus aureus ranged from 3.25 log 10 cfu/cm 2 to 4.84 log 10 cfu/cm 2 . Salmonella was absent in all the samples analysed. Results of overall microbial quality of beef in Uganda indicated that only TCC (1.60±0.26 log 10 cfu/cm 2 ) of the beef carcass samples at slaughter houses was not significantly above the safe level (p = 0.693). Overall microbial load (TVC, TCC, E. coli and S. aureus ) at butcheries were significantly (p < 0.05) above the safe level. Butcheries of Mbale district had the highest percentage (70%) of beef carcass samples above the TCC safe levels whereas butcheries of Mbarara district had the highest percentage (40%) of beef carcass samples above the E. coli safe levels. TVC from hands and clothes at butchery across the three study districts varied significantly (p=0.007) with the highest counts (7.23 log 10 cfu/cm 2 ) recorded from personnel clothes and lowest (5.46 log 10 cfu/cm 2 ) recorded from hands. On the other hand, swab samples picked from chopping board and working table at the butchery did not show significant variation in TVC, TCC, E. coli and S. aureus microbial loads across the three study districts. Conclusion Hygienic handling of carcasses after slaughter is critical in preventing contamination and ensuring meat safety in informal meat trading sectors in Uganda. Handling practices of beef at Ugandan slaughterhouses and butcheries are not hygienic hence not up to standard and they contribute to microbial contamination of beef posing a risk to consumers. The distribution stage is the most critical period, during which the quality of meat can easily be compromised.",,Research Square,,,2020-07-29,2020,,,,"All OA; Green, Published",Preprint,"Kyayesimira, Juliet; Rapheal, Wangalwa; Rugunda, Grace Kagoro; Bunny, Lejju Julius; Andama, Morgan; Matofari, Joseph W.","Kyayesimira, Juliet (Mbarara University of Science and Technology); Rapheal, Wangalwa (Mbarara University of Science and Technology); Rugunda, Grace Kagoro (Mbarara University of Science and Technology); Bunny, Lejju Julius (Mbarara University of Science and Technology); Andama, Morgan (Muni University); Matofari, Joseph W. (Egerton University)",,"Kyayesimira, Juliet (Mbarara University of Science and Technology); Rapheal, Wangalwa (Mbarara University of Science and Technology); Rugunda, Grace Kagoro (Mbarara University of Science and Technology); Bunny, Lejju Julius (Mbarara University of Science and Technology); Andama, Morgan (Muni University); Matofari, Joseph W. (Egerton University)",0,0,,,https://www.researchsquare.com/article/rs-48693/v1.pdf,https://app.dimensions.ai/details/publication/pub.1129742341,0605 Microbiology; 06 Biological Sciences,
4,pub.1129699654,10.1177/2042753020946286,,,E-learning adoption: Does the instructional design model matter? An explanatory sequential study on midwifery schools in Uganda,"E-learning has become an integral part of mainstream society and hence revolutionizing distance education endeavours. A number of change agents and bureaucrats in Uganda have embraced this pedagogy constructing it as an alternative to the traditional brick and mortar educational systems, which have become difficult to develop and maintain. However, despite the high level of investment on e-learning programs, there is a slow adoption of this new pedagogy amongst students and faculty, and those who do start to use the system opt out later. This trend of slow adoption is likely to constrain government’s efforts of improving the skill mix, competencies and numbers of midwives in the country. This research intended to ascertain whether instructional design was an influencer of e-learning adoption and profile the salient instructional design traits relevant to e-learning adoption in midwifery schools in Uganda. Ten schools were sampled with 224 participants. Data collection was conducted in two phases, the first entailed quantitative data collection and analysis to ascertain whether instructional design played a significant role in e-learning adoption and the second embraced a qualitative data collection and analysis to ascertain the salient traits of instructional design to be relied on by midwifery schools. Simple linear regression analysis established that instructional design had a significant influence on e-learning adoption with p value of (p = 0.016), and it accounted for 38.7% of the variance in e-learning adoption, with a moderate positive relationship and its key salient traits includes: choosing an appropriate instructional design model to guide the entire e-learning process, interactivity of e-learning materials, collaborative working in developing and updating e-learning materials, eliciting feedback on instructional materials, and engaging in more than one e-learning activity. Midwifery schools therefore have to focus on these six traits if they are to improve e-learning adoption.",,E-Learning and Digital Media,,,2020-07-26,2020,17,6,460-481,Closed,Article,"Bigirwa, June Patrick; Ndawula, Stephen; Naluwemba, Esther Frances","Bigirwa, June Patrick (Department of Educational Planning & Management, Kyambogo University, Kampala, Uganda); Ndawula, Stephen (Open, Distance and e-Learning (ODeL) Centre, Kyambogo University, Kampala, Uganda); Naluwemba, Esther Frances (Department of Educational Planning & Management, Kyambogo University, Kampala, Uganda)","Bigirwa, June Patrick (Kyambogo University)","Bigirwa, June Patrick (Kyambogo University); Ndawula, Stephen (Kyambogo University); Naluwemba, Esther Frances (Kyambogo University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1129699654,1303 Specialist Studies In Education; 1302 Curriculum and Pedagogy; 13 Education,
77,pub.1129596915,10.1016/j.heliyon.2020.e04497,32743100,PMC7385458,Intangible assets and organizational citizenship behavior: A conceptual model,"Through reviewing extant literature, this conceptual paper is aimed to improve the understanding of the intervening mechanisms that influence the relationship between intangible assets (IAs) and organizational citizenship behavior (OCB) to improve the performance of contemporary knowledge-dependent organizations. The authors believe this to be the first attempt to bring four major components of IAs together and look at their relationship with OCB. This helps to create awareness of the necessity of matching key resources with appropriate behavior to improve organizations' competitive advantages. The proposed model and propositions showed relationships between IAs and OCB mediated and moderated by work engagement and perceived organizational support, respectively. Moreover, this paper suggests the need for integrated multi-level studies to strengthen the links between critical resources and behaviors to put the learning organization on the right growth track. Future research is suggested on new conceptualizations of IAs, such as spiritual capital, as well as the relationship of IAs with other typologies of OCB.",,Heliyon,,,2020-07-24,2020,6,7,e04497,All OA; Gold,Article,"Tefera, Chalachew Almaw; Hunsaker, William D.","Tefera, Chalachew Almaw (Department of Management, College of Business and Economics, Jimma University, 00387, Jimma, Ethiopia); Hunsaker, William D. (School of Business Administration, Kyungpook National University, 80 Daehak-ro, Buk-gu, Daegu, South Korea)","Hunsaker, William D. (Kyungpook National University)","Tefera, Chalachew Almaw (Jimma University); Hunsaker, William D. (Kyungpook National University)",0,0,,,http://www.cell.com/article/S2405844020313414/pdf,https://app.dimensions.ai/details/publication/pub.1129596915,"1503 Business and Management; 15 Commerce, Management, Tourism and Services",
3,pub.1129488205,10.1080/02703149.2020.1775980,,,"On Pan-Africanism, Feminism, and Psychotherapy: The Perspectives of Three Black Scholar-Practitioners from the U.S., Uganda, and St. Kitts/U.S","Three African-descended psychologists discuss the case of a psychotherapy dyad in which the first author, a U.S. national, and a Caribbean student who had immigrated to the U.S. served respectively as therapist and client. We discuss the relevance of Helms’ racial identity development theory to the cultivation of psychological health among African-descended women, proposing that this form of health is intimately tied to our association with other African-descended people. With particular focus on the client’s disclosures about certain groups of Black people in stereotypical ways, what we term “othering by the other,” we offer a conceptualization that knits together issues of personal vulnerability, the reproduction of structural violence, and racial identity development. We conclude by presenting our views on the process and outcome of the therapeutic case and the significance of the theory to addressing the violence that continues to disrupt the lives of Black men and women around the world.",We have no known conflict of interest to disclose.,Women & Therapy,,,2020-07-19,2020,,,1-18,Closed,Article,"Thompson, Chalmer E.; Namusoke, Jane; De Barros, Khym Isaac","Thompson, Chalmer E. (Counseling/Counselor Education, Indiana University-Purdue University Indianapolis, Indianapolis, Indiana ; Institute for Social and Health Sciences (ISHS), University of South Africa, Johannesburg, South Africa, Correspondencechathomp@iupui.edu); Namusoke, Jane (Department of Psychology, Kyambogo University, Kampala, Uganda); De Barros, Khym Isaac (Old Dominion University, Academic Affairs Office of Faculty Diversity and Retention, Norfolk, Virginia)",,"Thompson, Chalmer E. (); Namusoke, Jane (Kyambogo University); De Barros, Khym Isaac ()",1,1,,,,https://app.dimensions.ai/details/publication/pub.1129488205,1608 Sociology; 16 Studies in Human Society,"16 Peace, Justice and Strong Institutions"
17,pub.1129477902,10.1155/2020/7196342,32733168,PMC7383347,"Contribution of Rainfall on Rooftop Rainwater Harvesting and Saving on the Slopes of Mt. Elgon, East Africa","Despite the achievements reported from using rainwater harvesting systems, the contribution and drawbacks that affect their usage in mountainous landscapes have received little attention. The uptake and usage of domestic rooftop rainwater harvesting systems (RRWHS) in developing countries is on the increase due to increasing water scarcities. We explored the effect of rainfall variability on water supply and the downsides of using the systems by rural households in Uganda. The objectives were to assess the variability of rainfall (1985-2018), categorise RRWHS used, and examine the influence of slope ranges on the placement of systems and also to quantify the harvested and saved rainwater and establish the factors that affected system usage. Rainfall variability was assessed using a Mann-Kendall test, while system contributions and drawbacks were examined using socioeconomic data. A representative of 444 households were selected using a multicluster sampling procedure and interviewed using semistructured questionnaires. Findings revealed that the months of March, April, September, August, and October experienced an upward trend of rainfall with a monthly coefficient of variation between 41 and 126%. With this, households responded by employing fixed (reinforced concrete tanks, corrugated iron tanks, and plastic tanks) and mobile RRWHS (saucepans, metallic drums/plastic drums, jerrycans, and clay pots). At the high altitude, households deployed mostly plastic jerrycans and industrial plastic/metallic drums to harvest and save water. Overall, the mean annual volume of rainwater harvested on the slopes of Mt. Elgon was 163,063 m3/yr, while the potential to save water ranged from 4% to 7% of the annual household water demand. The factors that hindered the deployment of RRWHS to harvest and save water were high operational costs, price fluctuations, unreliable rainfall pattern, inadequate funds, and limited accessibility. The rainfall received if well-harvested and saved can redeem households of water insecurity, though there is an urgent need of subsidies from the government to increase accessibility of the systems.","The authors thank the support provided by the District Local Government Officials of Mbale, Namisidwa, Manafwa, and Bududa who guided this study through the selection of subcounties for investigation and introduction to community leaders. Special appreciation also goes to the research assistants who conducted oral interviews in the communities and measurement of rainwater harvesting systems in the sampled districts. This study was funded by the Africa Climate Leadership Program (AfriCLP).",The Scientific World JOURNAL,,,2020-07-18,2020,2020,,7196342,All OA; Gold,Article,"Bernard, Barasa; Joyfred, Asaba","Bernard, Barasa (Department of Geography and Social Studies, Kyambogo University, P.O. Box 1, Kyambogo, Kampala, Uganda.); Joyfred, Asaba (Department of Geography and Social Studies, Kyambogo University, P.O. Box 1, Kyambogo, Kampala, Uganda.)","Bernard, Barasa (Kyambogo University)","Bernard, Barasa (Kyambogo University); Joyfred, Asaba (Kyambogo University)",0,0,,,https://doi.org/10.1155/2020/7196342,https://app.dimensions.ai/details/publication/pub.1129477902,09 Engineering; 0907 Environmental Engineering,6 Clean Water and Sanitation
